X,Y,publicaddress,caseNumber,precinct,reportedDate,reportedTime,beginDate,reportedDateTime,beginTime,offense,description,UCRCode,enteredDate,centergbsid,centerLong,centerLat,centerX,centerY,neighborhood,lastchanged,LastUpdateDateETL,OBJECTID
-93.298387604801775,44.937490455037924,0036XX HENNEPIN AVE ,MP2018402484        ,5     ,2018-12-08T00:00:00.000Z,1531,2018-12-08T00:00:00.000Z,2018-12-08T15:31:00.000Z,1300,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2018-12-09T00:00:00.000Z,21562,-93.29839641,44.93749256,-10385929,5611686,East Harriet,2018-12-09T00:00:00.000Z,2019-02-11T12:25:09.000Z,11223
-93.262032785253467,44.948356914198804,0008XX LAKE ST E,MP2018402503        ,3     ,2018-12-08T00:00:00.000Z,1458,2018-12-08T00:00:00.000Z,2018-12-08T14:58:00.000Z,1123,SHOPLF  ,SHOPLIFTING                   ,07 ,2018-12-08T00:00:00.000Z,19111,-93.26204108,44.94835805,-10381882,5613395,Powderhorn Park,2018-12-09T00:00:00.000Z,2019-02-11T12:25:09.000Z,11224
-93.298387604801775,44.937490455037924,0036XX HENNEPIN AVE ,MP2018402506        ,5     ,2018-12-08T00:00:00.000Z,1441,2018-12-08T00:00:00.000Z,2018-12-08T14:41:00.000Z,1300,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2018-12-08T00:00:00.000Z,21562,-93.29839641,44.93749256,-10385929,5611686,East Harriet,2018-12-08T00:00:00.000Z,2019-02-11T12:25:09.000Z,11225
-93.27663939177323,44.924166857896431,0043XX 1ST AVE S,MP2018402597        ,5     ,2018-12-08T00:00:00.000Z,2257,2018-12-07T00:00:00.000Z,2018-12-08T22:57:00.000Z,1650,THEFT   ,OTHER THEFT                   ,07 ,2018-12-09T00:00:00.000Z,10153,-93.27664536,44.9241671,-10383508,5609591,King Field,2018-12-09T00:00:00.000Z,2019-02-11T12:25:09.000Z,11226
-93.288299524161118,44.904178848259193,0054XX LYNDALE AVE S,MP2018402606        ,5     ,2018-12-08T00:00:00.000Z,2234,2018-12-08T00:00:00.000Z,2018-12-08T22:34:00.000Z,1701,THFTSW  ,THEFT BY SWINDLE              ,07 ,2018-12-09T00:00:00.000Z,14675,-93.28830779,44.90417928,-10384806,5606449,Kenny,2018-12-10T00:00:00.000Z,2019-02-11T12:25:09.000Z,11227
-93.289251738362282,45.008615993291656,0028XX ALDRICH AVE N,MP2018402636        ,4     ,2018-12-08T00:00:00.000Z,1806,2018-12-08T00:00:00.000Z,2018-12-08T18:06:00.000Z,1726,BURGD   ,BURGLARY OF DWELLING          ,06 ,2018-12-08T00:00:00.000Z,10579,-93.28925999,45.00862118,-10384912,5622878,Hawthorne,2018-12-08T00:00:00.000Z,2019-02-11T12:25:09.000Z,11228
-93.308628399040742,44.904223386879671,0054XX PENN AVE S,MP2018402683        ,5     ,2018-12-08T00:00:00.000Z,2218,2018-12-08T00:00:00.000Z,2018-12-08T22:18:00.000Z,1809,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2018-12-09T00:00:00.000Z,21881,-93.30863551,44.90422943,-10387069,5606456,Armatage,2018-12-09T00:00:00.000Z,2019-02-11T12:25:09.000Z,11229
-93.311664704701059,44.950442225230873,0025XX LAKE ST W,MP2018402702        ,5     ,2018-12-08T00:00:00.000Z,2134,2018-10-26T00:00:00.000Z,2018-12-08T21:34:00.000Z,800,THEFT   ,OTHER THEFT                   ,07 ,2018-12-09T00:00:00.000Z,23136,-93.31166918,44.95044373,-10387407,5613723,Cedar - Isles - Dean,2018-12-09T00:00:00.000Z,2019-02-11T12:25:09.000Z,11230
-93.299241004321686,45.050225932172729,0052XX HUMBOLDT AVE N,MP2018402705        ,4     ,2018-12-08T00:00:00.000Z,1907,2018-12-05T00:00:00.000Z,2018-12-08T19:07:00.000Z,1545,THEFT   ,OTHER THEFT                   ,07 ,2018-12-08T00:00:00.000Z,10291,-93.29924861,45.05023214,-10386024,5629432,Lind - Bohanon,2018-12-10T00:00:00.000Z,2019-02-11T12:25:09.000Z,11231
-93.308628399040742,44.904223386879671,0054XX PENN AVE S,MP2018402717        ,5     ,2018-12-08T00:00:00.000Z,2257,2018-12-08T00:00:00.000Z,2018-12-08T22:57:00.000Z,1847,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2018-12-09T00:00:00.000Z,21881,-93.30863551,44.90422943,-10387069,5606456,Armatage,2018-12-09T00:00:00.000Z,2019-02-11T12:25:09.000Z,11232
-93.305080053668462,44.991497240255839,0019XX PLYMOUTH AVE N,MP2018402727        ,4     ,2018-12-08T00:00:00.000Z,1943,2018-12-08T00:00:00.000Z,2018-12-08T19:43:00.000Z,1943,THFTSW  ,THEFT BY SWINDLE              ,07 ,2018-12-08T00:00:00.000Z,16540,-93.30508811,44.9915029,-10386674,5620183,Near - North,2018-12-10T00:00:00.000Z,2019-02-11T12:25:09.000Z,11233
-93.291820920074855,44.9919673596522,0009XX PLYMOUTH AVE N,MP2018402731        ,4     ,2018-12-08T00:00:00.000Z,2220,2018-12-08T00:00:00.000Z,2018-12-08T22:20:00.000Z,1901,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2018-12-08T00:00:00.000Z,14560,-93.2918275,44.99197267,-10385198,5620257,Near - North,2019-01-14T00:00:00.000Z,2019-02-11T12:25:09.000Z,11234
-93.25631051689362,44.948363271969527,,MP2018402733        ,3     ,2018-12-08T00:00:00.000Z,1919,2018-12-08T00:00:00.000Z,2018-12-08T19:19:00.000Z,1919,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2018-12-08T00:00:00.000Z,,-93.25632,44.94836,-10381245,5613396,Midtown Phillips,2018-12-08T00:00:00.000Z,2019-02-11T12:25:09.000Z,11235
-93.297390474836405,44.954199408442591,0026XX HENNEPIN AVE ,MP2018402824        ,5     ,2018-12-08T00:00:00.000Z,2303,2018-12-08T00:00:00.000Z,2018-12-08T23:03:00.000Z,1830,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2018-12-09T00:00:00.000Z,17300,-93.29739573,44.954203,-10385818,5614314,East Isles,2018-12-09T00:00:00.000Z,2019-02-11T12:25:09.000Z,11236
-93.272803585510061,44.943168738548003,,MP2018402828        ,3     ,2018-12-08T00:00:00.000Z,2208,2018-12-08T00:00:00.000Z,2018-12-08T22:08:00.000Z,2000,ROBPAG  ,ROBBERY PER AGG               ,04 ,2018-12-09T00:00:00.000Z,,-93.27281,44.94317,-10383081,5612579,Central,2018-12-09T00:00:00.000Z,2019-02-11T12:25:09.000Z,11237
-93.223144716603926,44.973648910601895,0010XX WASHINGTON AVE SE,MP2018402829        ,2     ,2018-12-08T00:00:00.000Z,2226,2018-12-07T00:00:00.000Z,2018-12-08T22:26:00.000Z,1800,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2018-12-09T00:00:00.000Z,19567,-93.22315143,44.97365396,-10377553,5617374,Prospect Park - East River Road,2018-12-09T00:00:00.000Z,2019-02-11T12:25:09.000Z,11238
-93.28083452415008,44.969327368860874,0013XX SPRUCE PL ,MP2018402834        ,1     ,2018-12-08T00:00:00.000Z,2111,2018-12-08T00:00:00.000Z,2018-12-08T21:11:00.000Z,2000,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2018-12-09T00:00:00.000Z,17039,-93.2808366,44.96932761,-10383975,5616694,Loring Park,2018-12-10T00:00:00.000Z,2019-02-11T12:25:09.000Z,11239
-93.297390474836405,44.954199408442591,0026XX HENNEPIN AVE ,MP2018402842        ,5     ,2018-12-08T00:00:00.000Z,2345,2018-12-08T00:00:00.000Z,2018-12-08T23:45:00.000Z,1655,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2018-12-09T00:00:00.000Z,17300,-93.29739573,44.954203,-10385818,5614314,East Isles,2018-12-09T00:00:00.000Z,2019-02-11T12:25:09.000Z,11240
-93.276576509703347,44.964579652819019,0018XX 1ST AVE S,MP2018402845        ,5     ,2018-12-09T00:00:00.000Z,100,2018-12-03T00:00:00.000Z,2018-12-09T01:00:00.000Z,1500,THEFT   ,OTHER THEFT                   ,07 ,2018-12-09T00:00:00.000Z,19279,-93.27658196,44.9645834,-10383501,5615947,Steven's Square - Loring Heights,2018-12-09T00:00:00.000Z,2019-02-11T12:25:09.000Z,11241
-93.308206190857206,45.005567387519527,0025XX PENN AVE N,MP2018402850        ,4     ,2018-12-08T00:00:00.000Z,2132,2018-12-08T00:00:00.000Z,2018-12-08T21:32:00.000Z,2132,ASLT2   ,ASSLT W/DNGRS WEAPON          ,05 ,2018-12-09T00:00:00.000Z,20609,-93.30820797,45.00557177,-10387022,5622398,Jordan,2018-12-09T00:00:00.000Z,2019-02-11T12:25:09.000Z,11242
-93.247614824943341,44.970376008174206,0016XX 4TH ST S,MP2018402855        ,1     ,2018-12-08T00:00:00.000Z,2121,2018-12-07T00:00:00.000Z,2018-12-08T21:21:00.000Z,2300,TFPER   ,THEFT FROM PERSON SNATCH/GRAB ,07 ,2018-12-09T00:00:00.000Z,20033,-93.2476225,44.97037639,-10380277,5616859,Cedar Riverside,2018-12-09T00:00:00.000Z,2019-02-11T12:25:09.000Z,11243
-93.277914999476693,44.929579345767252,0040XX NICOLLET AVE ,MP2018402890        ,5     ,2018-12-09T00:00:00.000Z,216,2018-12-08T00:00:00.000Z,2018-12-09T02:16:00.000Z,1748,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2018-12-09T00:00:00.000Z,11654,-93.27792165,44.92958552,-10383650,5610442,King Field,2018-12-09T00:00:00.000Z,2019-02-11T12:25:09.000Z,11244
-93.239332358023759,44.961852875203796,0020XX 23RD AVE S,MP2018402891        ,3     ,2018-12-08T00:00:00.000Z,2207,2018-12-08T00:00:00.000Z,2018-12-08T22:07:00.000Z,1730,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2018-12-09T00:00:00.000Z,18038,-93.23933371,44.96185421,-10379355,5615518,Seward,2018-12-09T00:00:00.000Z,2019-02-11T12:25:09.000Z,11245
-93.245566666095556,45.019488032524769,0028XX POLK ST NE,MP2018402917        ,2     ,2018-12-08T00:00:00.000Z,2303,2018-12-08T00:00:00.000Z,2018-12-08T23:03:00.000Z,2145,ROBPAG  ,ROBBERY PER AGG               ,04 ,2018-12-09T00:00:00.000Z,20085,-93.24556784,45.01948904,-10380049,5624590,Audubon Park,2018-12-09T00:00:00.000Z,2019-02-11T12:25:09.000Z,11246
-93.275417682986841,44.979164758416495,0006XX 1ST AVE N,MP2018402930        ,1     ,2018-12-10T00:00:00.000Z,805,2018-12-08T00:00:00.000Z,2018-12-10T08:05:00.000Z,2315,ASLT2   ,ASSLT W/DNGRS WEAPON          ,05 ,2018-12-10T00:00:00.000Z,17317,-93.27542606,44.97916918,-10383372,5618242,Downtown West,2018-12-10T00:00:00.000Z,2019-02-11T12:25:09.000Z,11247
-93.255241521705514,44.987049974113049,00002X UNIVERSITY AVE SE,MP2018402935        ,2     ,2018-12-08T00:00:00.000Z,2220,2018-12-08T00:00:00.000Z,2018-12-08T22:20:00.000Z,2210,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2018-12-08T00:00:00.000Z,17471,-93.25524238,44.98705595,-10381126,5619483,Nicollet Island - East Bank,2018-12-08T00:00:00.000Z,2019-02-11T12:25:09.000Z,11248
-93.299555414671133,44.947479535084717,0030XX HOLMES AVE S,MP2018403008        ,5     ,2018-12-09T00:00:00.000Z,200,2018-12-08T00:00:00.000Z,2018-12-09T02:00:00.000Z,2338,ASLT2   ,ASSLT W/DNGRS WEAPON          ,05 ,2018-12-09T00:00:00.000Z,21605,-93.29956376,44.94747989,-10386059,5613257,ECCO,2018-12-09T00:00:00.000Z,2019-02-11T12:25:09.000Z,11249
-93.294102640896526,45.004258977783934,0024XX EMERSON AVE N,MP2018403022        ,4     ,2018-12-09T00:00:00.000Z,100,2018-12-08T00:00:00.000Z,2018-12-09T01:00:00.000Z,2347,DASLT3  ,3RD DEG DOMES ASLT            ,05 ,2018-12-09T00:00:00.000Z,14920,-93.29410754,45.00426231,-10385452,5622192,Hawthorne,2018-12-09T00:00:00.000Z,2019-02-11T12:25:09.000Z,11250
-93.279648747975045,44.953741693696152,,MP2018403080        ,5     ,2018-12-09T00:00:00.000Z,149,2018-12-09T00:00:00.000Z,2018-12-09T01:49:00.000Z,114,ROBPAG  ,ROBBERY PER AGG               ,04 ,2018-12-09T00:00:00.000Z,,-93.27965,44.95374,-10383843,5614242,Whittier,2018-12-09T00:00:00.000Z,2019-02-11T12:25:09.000Z,11251
-93.298270823814832,44.949609381435977,0029XX HENNEPIN AVE ,MP2018403113        ,5     ,2018-12-09T00:00:00.000Z,348,2018-12-09T00:00:00.000Z,2018-12-09T03:48:00.000Z,200,ROBPER  ,ROBBERY OF PERSON             ,04 ,2018-12-09T00:00:00.000Z,22774,-93.29827352,44.94960945,-10385916,5613592,Lowry Hill East,2018-12-09T00:00:00.000Z,2019-02-11T12:25:09.000Z,11252
-93.231391250912139,44.987831447296102,0014XX COMO AVE SE,MP2018403149        ,2     ,2018-12-09T00:00:00.000Z,431,2018-12-09T00:00:00.000Z,2018-12-09T04:31:00.000Z,149,DASLT2  ,2ND DEG DOMES ASLT            ,05 ,2018-12-09T00:00:00.000Z,11514,-93.23139981,44.98783608,-10378471,5619606,Como,2018-12-09T00:00:00.000Z,2019-02-11T12:25:09.000Z,11253
-93.232972285812181,44.965946170936391,0007XX 27TH AVE S,MP2018403211        ,1     ,2018-12-09T00:00:00.000Z,549,2018-12-09T00:00:00.000Z,2018-12-09T05:49:00.000Z,400,DASLT2  ,2ND DEG DOMES ASLT            ,05 ,2018-12-09T00:00:00.000Z,15109,-93.23297563,44.9659472,-10378647,5616162,Cedar Riverside,2018-12-09T00:00:00.000Z,2019-02-11T12:25:09.000Z,11254
-93.252384879102024,44.929579345767252,0040XX BLOOMINGTON AVE ,MP2018403216        ,3     ,2018-12-09T00:00:00.000Z,559,2018-12-09T00:00:00.000Z,2018-12-09T05:59:00.000Z,530,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2018-12-09T00:00:00.000Z,11973,-93.25239079,44.92958524,-10380808,5610442,Bancroft,2018-12-09T00:00:00.000Z,2019-02-11T12:25:09.000Z,11255
-93.270198471186106,44.970312454822199,0011XX 4TH AVE S,MP2018403221        ,1     ,2018-12-09T00:00:00.000Z,741,2018-12-08T00:00:00.000Z,2018-12-09T07:41:00.000Z,1100,THEFT   ,OTHER THEFT                   ,07 ,2018-12-09T00:00:00.000Z,17043,-93.27020212,44.97031585,-10382791,5616849,Downtown West,2018-12-10T00:00:00.000Z,2019-02-11T12:25:09.000Z,11256
-93.271510011500908,44.942265846356662,0033XX CLINTON AVE ,MP2018403229        ,3     ,2018-12-09T00:00:00.000Z,706,2018-12-09T00:00:00.000Z,2018-12-09T07:06:00.000Z,648,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2018-12-09T00:00:00.000Z,11910,-93.27151125,44.94226808,-10382937,5612437,Central,2018-12-09T00:00:00.000Z,2019-02-11T12:25:09.000Z,11257
-93.235146208799762,44.948369629739545,0025XX LAKE ST E,MP2018403241        ,3     ,2018-12-09T00:00:00.000Z,851,2018-12-09T00:00:00.000Z,2018-12-09T08:51:00.000Z,721,SHOPLF  ,SHOPLIFTING                   ,07 ,2018-12-09T00:00:00.000Z,19097,-93.23514707,44.94837171,-10378889,5613397,Longfellow,2018-12-11T00:00:00.000Z,2019-02-11T12:25:09.000Z,11258
-93.267656238932048,44.958229683466534,0024XX PORTLAND AVE ,MP2018403256        ,3     ,2018-12-09T00:00:00.000Z,931,2018-12-05T00:00:00.000Z,2018-12-09T09:31:00.000Z,1700,CSCR    ,CSC - RAPE                    ,03 ,2018-12-09T00:00:00.000Z,20698,-93.26766409,44.95823502,-10382508,5614948,Phillips West,2018-12-09T00:00:00.000Z,2019-02-11T12:25:09.000Z,11259
-93.32272296584857,44.920617617218134,0045XX ABBOTT AVE S,MP2018403267        ,5     ,2018-12-09T00:00:00.000Z,930,2018-12-08T00:00:00.000Z,2018-12-09T09:30:00.000Z,2230,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2018-12-09T00:00:00.000Z,13779,-93.32272322,44.92062275,-10388638,5609033,Linden Hills,2018-12-09T00:00:00.000Z,2019-02-11T12:25:09.000Z,11260
-93.235146208799762,44.948369629739545,0025XX LAKE ST E,MP2018403270        ,3     ,2018-12-09T00:00:00.000Z,1005,2018-12-09T00:00:00.000Z,2018-12-09T10:05:00.000Z,1005,SHOPLF  ,SHOPLIFTING                   ,07 ,2018-12-09T00:00:00.000Z,19097,-93.23514707,44.94837171,-10378889,5613397,Longfellow,2018-12-10T00:00:00.000Z,2019-02-11T12:25:09.000Z,11261
-93.23298126896502,44.963359292845666,0009XX 27TH AVE S,MP201840328         ,3     ,2018-12-09T00:00:00.000Z,1158,2018-12-08T00:00:00.000Z,2018-12-09T11:58:00.000Z,800,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2018-12-09T00:00:00.000Z,17203,-93.23298664,44.96336265,-10378648,5615755,Seward,2018-12-11T00:00:00.000Z,2019-02-11T12:25:09.000Z,11262
-93.298288790120509,44.947473177216111,0030XX HENNEPIN AVE ,MP2018403289        ,5     ,2018-12-09T00:00:00.000Z,1029,2018-12-08T00:00:00.000Z,2018-12-09T10:29:00.000Z,2330,BURGB   ,BURGLARY OF BUSINESS          ,06 ,2018-12-09T00:00:00.000Z,11281,-93.29829195,44.9474742,-10385918,5613256,CARAG,2018-12-09T00:00:00.000Z,2019-02-11T12:25:09.000Z,11263
-93.254388122185603,44.962730034590557,0014XX FRANKLIN AVE E,MP2018403304        ,3     ,2018-12-09T00:00:00.000Z,1029,2018-12-09T00:00:00.000Z,2018-12-09T10:29:00.000Z,1020,ROBBIZ  ,ROBBERY OF BUSINESS           ,04 ,2018-12-09T00:00:00.000Z,17524,-93.25439256,44.96273055,-10381031,5615656,Ventura Village,2018-12-09T00:00:00.000Z,2019-02-11T12:25:09.000Z,11264
-93.301729337658699,45.048442544165859,0051XX JAMES AVE N,MP2018403314        ,4     ,2018-12-09T00:00:00.000Z,1139,2018-12-09T00:00:00.000Z,2018-12-09T11:39:00.000Z,1020,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2018-12-09T00:00:00.000Z,10181,-93.30173545,45.04844433,-10386301,5629151,Shingle Creek,2018-12-09T00:00:00.000Z,2019-02-11T12:25:09.000Z,11265
-93.227070354395522,44.94225948791059,0033XX 31ST AVE S,MP2018403332        ,3     ,2018-12-09T00:00:00.000Z,1133,2018-12-09T00:00:00.000Z,2018-12-09T11:33:00.000Z,1045,BURGD   ,BURGLARY OF DWELLING          ,06 ,2018-12-09T00:00:00.000Z,18187,-93.22707655,44.94225958,-10377990,5612436,Longfellow,2018-12-09T00:00:00.000Z,2019-02-11T12:25:09.000Z,11266
-93.291434644502687,45.039372425889958,0046XX BRYANT AVE N,MP2018403339        ,4     ,2018-12-09T00:00:00.000Z,1307,2018-12-09T00:00:00.000Z,2018-12-09T13:07:00.000Z,1107,BURGD   ,BURGLARY OF DWELLING          ,06 ,2018-12-09T00:00:00.000Z,10044,-93.29144117,45.03937578,-10385155,5627722,Lind - Bohanon,2018-12-09T00:00:00.000Z,2019-02-11T12:25:09.000Z,11267
-93.2731629116237,44.979965401903186,00001X 5TH ST N,MP2018403355        ,1     ,2018-12-09T00:00:00.000Z,1212,2018-12-09T00:00:00.000Z,2018-12-09T12:12:00.000Z,100,THEFT   ,OTHER THEFT                   ,07 ,2018-12-09T00:00:00.000Z,16701,-93.27316614,44.97996756,-10383121,5618368,Downtown West,2018-12-09T00:00:00.000Z,2019-02-11T12:25:09.000Z,11268
-93.306948549459435,45.008717610689736,0027XX OLIVER AVE N,MP2018403356        ,4     ,2018-12-09T00:00:00.000Z,1428,2018-12-09T00:00:00.000Z,2018-12-09T14:28:00.000Z,0,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2018-12-10T00:00:00.000Z,10886,-93.30695554,45.00872087,-10386882,5622894,Jordan,2018-12-10T00:00:00.000Z,2019-02-11T12:25:09.000Z,11269
-93.308215174010044,45.008723961771139,0028XX PENN AVE N,MP2018403361        ,4     ,2018-12-09T00:00:00.000Z,1156,2018-12-08T00:00:00.000Z,2018-12-09T11:56:00.000Z,5,BURGD   ,BURGLARY OF DWELLING          ,06 ,2018-12-10T00:00:00.000Z,10889,-93.3082186,45.00872943,-10387023,5622895,Jordan,2018-12-10T00:00:00.000Z,2019-02-11T12:25:09.000Z,11270
-93.259490552999395,44.948356914198804,0010XX LAKE ST E,MP2018403364        ,3     ,2018-12-09T00:00:00.000Z,1223,2018-12-09T00:00:00.000Z,2018-12-09T12:23:00.000Z,1200,SHOPLF  ,SHOPLIFTING                   ,07 ,2018-12-09T00:00:00.000Z,20179,-93.25949392,44.94835935,-10381599,5613395,Midtown Phillips,2018-12-10T00:00:00.000Z,2019-02-11T12:25:09.000Z,11271
-93.244794114951205,44.929617504858278,0040XX 19TH AVE S,MP2018403385        ,3     ,2018-12-09T00:00:00.000Z,1425,2018-12-08T00:00:00.000Z,2018-12-09T14:25:00.000Z,2000,BURGD   ,BURGLARY OF DWELLING          ,06 ,2018-12-09T00:00:00.000Z,13137,-93.24480083,44.92962332,-10379963,5610448,Standish,2018-12-09T00:00:00.000Z,2019-02-11T12:25:09.000Z,11272
-93.279505017529573,44.977925645266005,0010XX CURRIE AVE ,MP2018403391        ,1     ,2018-12-09T00:00:00.000Z,1339,2018-12-08T00:00:00.000Z,2018-12-09T13:39:00.000Z,900,CSCR    ,CSC - RAPE                    ,03 ,2018-12-09T00:00:00.000Z,16666,-93.2795086,44.97792701,-10383827,5618047,Downtown West,2018-12-09T00:00:00.000Z,2019-02-11T12:25:09.000Z,11273
-93.32904710544878,44.931455471057284,0039XX FRANCE AVE S,MP2018403409        ,5     ,2018-12-09T00:00:00.000Z,1518,2018-12-08T00:00:00.000Z,2018-12-09T15:18:00.000Z,2000,BURGD   ,BURGLARY OF DWELLING          ,06 ,2018-12-11T00:00:00.000Z,14506,-93.32904977,44.93146171,-10389342,5610737,Linden Hills,2018-12-11T00:00:00.000Z,2019-02-11T12:25:09.000Z,11274
-93.316317977872799,44.915140670499135,0048XX VINCENT AVE S,MP2018403432        ,5     ,2018-12-09T00:00:00.000Z,1741,2018-12-08T00:00:00.000Z,2018-12-09T17:41:00.000Z,2300,BURGD   ,BURGLARY OF DWELLING          ,06 ,2018-12-10T00:00:00.000Z,14196,-93.31632582,44.91514188,-10387925,5608172,Fulton,2018-12-10T00:00:00.000Z,2019-02-11T12:25:09.000Z,11275
-93.299420667378499,44.995200914256714,,MP2018403446        ,4     ,2018-12-09T00:00:00.000Z,1739,2018-12-09T00:00:00.000Z,2018-12-09T17:39:00.000Z,1530,ASLT4   ,OBS - ASLT-POLICE/EMERG P     ,05 ,2018-12-09T00:00:00.000Z,,-93.29942,44.99521,-10386044,5620766,Near - North,2018-12-10T00:00:00.000Z,2019-02-11T12:25:09.000Z,11276
-93.288003080117349,45.012083585108385,0031XX LYNDALE AVE N,MP2018403492        ,4     ,2018-12-09T00:00:00.000Z,2257,2018-12-09T00:00:00.000Z,2018-12-09T22:57:00.000Z,1628,THEFT   ,OTHER THEFT                   ,07 ,2018-12-10T00:00:00.000Z,11117,-93.28800733,45.01208956,-10384773,5623424,Hawthorne,2018-12-10T00:00:00.000Z,2019-02-11T12:25:09.000Z,11277
-93.261359048790368,44.951955299828661,0008XX 28TH ST E,MP2018403493        ,3     ,2018-12-09T00:00:00.000Z,2112,2018-12-09T00:00:00.000Z,2018-12-09T21:12:00.000Z,1624,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2018-12-09T00:00:00.000Z,15519,-93.26136643,44.95195537,-10381807,5613961,Midtown Phillips,2018-12-09T00:00:00.000Z,2019-02-11T12:25:09.000Z,11278
-93.255043892342997,44.948356914198804,,MP2018403504        ,3     ,2018-12-09T00:00:00.000Z,1659,2018-12-08T00:00:00.000Z,2018-12-09T16:59:00.000Z,2000,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2018-12-10T00:00:00.000Z,,-93.25505,44.94836,-10381104,5613395,Midtown Phillips,2018-12-10T00:00:00.000Z,2019-02-11T12:25:09.000Z,11279
-93.305529211310514,45.048474277534453,0051XX MORGAN AVE N,MP2018403513        ,4     ,2018-12-09T00:00:00.000Z,2315,2018-12-09T00:00:00.000Z,2018-12-09T23:15:00.000Z,1653,THFTSW  ,THEFT BY SWINDLE              ,07 ,2018-12-10T00:00:00.000Z,10211,-93.30553248,45.04847784,-10386724,5629156,Shingle Creek,2018-12-10T00:00:00.000Z,2019-02-11T12:25:09.000Z,11280
-93.220854012629417,44.928746199293904,0035XX 41ST ST E,MP2018403573        ,3     ,2018-12-09T00:00:00.000Z,2303,2018-12-08T00:00:00.000Z,2018-12-09T23:03:00.000Z,2200,BURGD   ,BURGLARY OF DWELLING          ,06 ,2018-12-10T00:00:00.000Z,12447,-93.22085664,44.92874924,-10377298,5610311,Hiawatha,2018-12-10T00:00:00.000Z,2019-02-11T12:25:09.000Z,11281
-93.287985113811658,44.999133026557793,,MP2018403593        ,4     ,2018-12-09T00:00:00.000Z,2054,2018-12-05T00:00:00.000Z,2018-12-09T20:54:00.000Z,2230,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2018-12-10T00:00:00.000Z,,-93.28799,44.99914,-10384771,5621385,Hawthorne,2018-12-10T00:00:00.000Z,2019-02-11T12:25:09.000Z,11282
-93.279711630044929,44.942125960380558,0033XX BLAISDELL AVE ,MP2018403625        ,5     ,2018-12-09T00:00:00.000Z,2302,2018-12-09T00:00:00.000Z,2018-12-09T23:02:00.000Z,1700,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2018-12-10T00:00:00.000Z,14080,-93.27971932,44.94213157,-10383850,5612415,Lyndale,2018-12-10T00:00:00.000Z,2019-02-11T12:25:09.000Z,11283
-93.296995216111384,44.955102112937134,0026XX HENNEPIN AVE ,MP2018403647        ,5     ,2018-12-09T00:00:00.000Z,2256,2018-12-09T00:00:00.000Z,2018-12-09T22:56:00.000Z,1840,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2018-12-10T00:00:00.000Z,17297,-93.29700253,44.95510273,-10385774,5614456,East Isles,2018-12-10T00:00:00.000Z,2019-02-11T12:25:09.000Z,11284
-93.290922604790751,44.98677677365766,0008XX ALDRICH AVE N,MP2018403650        ,4     ,2018-12-09T00:00:00.000Z,1932,2018-12-09T00:00:00.000Z,2018-12-09T19:32:00.000Z,1932,DASLT2  ,2ND DEG DOMES ASLT            ,05 ,2018-12-10T00:00:00.000Z,22252,-93.29092905,44.98678098,-10385098,5619440,Sumner - Glenwood,2018-12-11T00:00:00.000Z,2019-02-11T12:25:09.000Z,11285
-93.277807201642588,44.964706772156639,0018XX NICOLLET AVE ,MP2018403672        ,5     ,2018-12-09T00:00:00.000Z,2226,2018-12-09T00:00:00.000Z,2018-12-09T22:26:00.000Z,2008,ASLT3   ,ASLT-SGNFCNT BDLY HM          ,05 ,2018-12-10T00:00:00.000Z,22155,-93.27781232,44.96471066,-10383638,5615967,Steven's Square - Loring Heights,2018-12-10T00:00:00.000Z,2019-02-11T12:25:09.000Z,11286
-93.28218199707625,44.948350556427378,0002XX LAKE ST W,MP2018403737        ,5     ,2018-12-09T00:00:00.000Z,2142,2018-12-09T00:00:00.000Z,2018-12-09T21:42:00.000Z,2139,ASLT2   ,ASSLT W/DNGRS WEAPON          ,05 ,2018-12-10T00:00:00.000Z,19784,-93.28218485,44.94835457,-10384125,5613394,Lyndale,2018-12-10T00:00:00.000Z,2019-02-11T12:25:09.000Z,11287
